    0.0500  -22.2361    3.6210
    0.0550  -20.7526    3.4275
    0.0600  -19.3659    3.2443
    0.0650  -18.0700    3.0707
    0.0700  -16.8588    2.9063
    0.0750  -15.6890    2.7555
    0.0800  -14.6852    2.6008
    0.0850  -13.7447    2.4547
    0.0900  -12.8636    2.3168
    0.0950  -12.0382    2.1866
    0.1000  -11.2649    2.0636
    0.1050  -10.5185    1.9504
    0.1100   -9.8205    1.8432
    0.1150   -9.1676    1.7419
    0.1200   -8.5569    1.6461
    0.1250   -7.9858    1.5554
    0.1300   -7.4517    1.4695
    0.1350   -6.9521    1.3884
    0.1400   -6.4849    1.3115
    0.1450   -6.0479    1.2388
    0.1500   -5.6392    1.1700
    0.1550   -5.2865    1.1009
    0.1600   -4.9494    1.0365
    0.1650   -4.6329    0.9757
    0.1700   -4.3358    0.9184
    0.1750   -4.0568    0.8642
    0.1800   -3.7948    0.8131
    0.1850   -3.5487    0.7648
    0.1900   -3.3176    0.7192
    0.1950   -3.1005    0.6761
    0.2000   -2.8966    0.6353
    0.2050   -2.6987    0.5976
    0.2100   -2.5131    0.5619
    0.2150   -2.3390    0.5281
    0.2200   -2.1758    0.4961
    0.2250   -2.0226    0.4657
    0.2300   -1.8790    0.4370
    0.2350   -1.7442    0.4097
    0.2400   -1.6177    0.3838
    0.2450   -1.4990    0.3593
    0.2500   -1.3877    0.3360
    0.2550   -1.2982    0.3118
    0.2600   -1.2043    0.2904
    0.2650   -1.1158    0.2700
    0.2700   -1.0324    0.2508
    0.2750   -0.9537    0.2326
    0.2800   -0.8795    0.2153
    0.2850   -0.8096    0.1990
    0.2900   -0.7437    0.1835
    0.2950   -0.6815    0.1688
    0.3000   -0.6228    0.1549
    0.3050   -0.5665    0.1418
    0.3100   -0.5134    0.1294
    0.3150   -0.4636    0.1176
    0.3200   -0.4167    0.1065
    0.3250   -0.3726    0.0959
    0.3300   -0.3311    0.0858
    0.3350   -0.2922    0.0762
    0.3400   -0.2556    0.0672
    0.3450   -0.2213    0.0586
    0.3500   -0.1890    0.0504
