    0.0500  -20.1116    4.2396
    0.0550  -18.7745    4.0076
    0.0600  -17.5246    3.7882
    0.0650  -16.3561    3.5807
    0.0700  -15.2640    3.3844
    0.0750  -14.2191    3.2035
    0.0800  -13.3124    3.0207
    0.0850  -12.4628    2.8483
    0.0900  -11.6667    2.6856
    0.0950  -10.9206    2.5321
    0.1000  -10.2216    2.3874
    0.1050   -9.5478    2.2537
    0.1100   -8.9174    2.1275
    0.1150   -8.3276    2.0082
    0.1200   -7.7759    1.8955
    0.1250   -7.2597    1.7890
    0.1300   -6.7768    1.6883
    0.1350   -6.3250    1.5932
    0.1400   -5.9023    1.5033
    0.1450   -5.5069    1.4184
    0.1500   -5.1369    1.3381
    0.1550   -4.8118    1.2579
    0.1600   -4.5062    1.1834
    0.1650   -4.2192    1.1132
    0.1700   -3.9497    1.0469
    0.1750   -3.6966    0.9845
    0.1800   -3.4589    0.9255
    0.1850   -3.2356    0.8698
    0.1900   -3.0257    0.8173
    0.1950   -2.8286    0.7677
    0.2000   -2.6433    0.7209
    0.2050   -2.4635    0.6774
    0.2100   -2.2949    0.6364
    0.2150   -2.1367    0.5975
    0.2200   -1.9882    0.5607
    0.2250   -1.8489    0.5259
    0.2300   -1.7182    0.4930
    0.2350   -1.5955    0.4618
    0.2400   -1.4804    0.4322
    0.2450   -1.3723    0.4042
    0.2500   -1.2709    0.3777
    0.2550   -1.1894    0.3503
    0.2600   -1.1037    0.3260
    0.2650   -1.0229    0.3030
    0.2700   -0.9467    0.2812
    0.2750   -0.8748    0.2606
    0.2800   -0.8071    0.2411
    0.2850   -0.7431    0.2227
    0.2900   -0.6828    0.2052
    0.2950   -0.6259    0.1886
    0.3000   -0.5722    0.1730
    0.3050   -0.5206    0.1583
    0.3100   -0.4721    0.1443
    0.3150   -0.4264    0.1311
    0.3200   -0.3834    0.1185
    0.3250   -0.3430    0.1066
    0.3300   -0.3049    0.0954
    0.3350   -0.2692    0.0847
    0.3400   -0.2356    0.0745
    0.3450   -0.2040    0.0649
    0.3500   -0.1744    0.0558
    0.3550   -0.1479    0.0470
    0.3600   -0.1220    0.0388
    0.3650   -0.0976    0.0311
    0.3700   -0.0745    0.0238
    0.3750   -0.0529    0.0169
    0.3800   -0.0325    0.0104
    0.3850   -0.0133    0.0043
    0.3900    0.0048   -0.0015
    0.3950    0.0217   -0.0070
    0.4000    0.0376   -0.0121
    0.4050    0.0524   -0.0169
    0.4100    0.0662   -0.0215
    0.4150    0.0790   -0.0257
    0.4200    0.0910   -0.0297
    0.4250    0.1021   -0.0335
    0.4300    0.1124   -0.0370
    0.4350    0.1219   -0.0403
    0.4400    0.1307   -0.0433
    0.4450    0.1388   -0.0462
    0.4500    0.1462   -0.0488
    0.4550    0.1539   -0.0511
    0.4600    0.1605   -0.0534
    0.4650    0.1666   -0.0554
    0.4700    0.1722   -0.0573
    0.4750    0.1772   -0.0590
    0.4800    0.1818   -0.0606
    0.4850    0.1860   -0.0620
    0.4900    0.1897   -0.0632
    0.4950    0.1929   -0.0644
    0.5000    0.1958   -0.0654
    0.5050    0.1981   -0.0663
    0.5100    0.2001   -0.0670
    0.5150    0.2017   -0.0677
    0.5200    0.2029   -0.0683
    0.5250    0.2039   -0.0687
    0.5300    0.2045   -0.0691
    0.5350    0.2049   -0.0693
    0.5400    0.2050   -0.0695
    0.5450    0.2049   -0.0696
    0.5500    0.2051   -0.0695
    0.5550    0.2050   -0.0694
    0.5600    0.2046   -0.0693
    0.5650    0.2041   -0.0691
    0.5700    0.2033   -0.0688
    0.5750    0.2024   -0.0685
    0.5800    0.2013   -0.0681
    0.5850    0.2001   -0.0676
    0.5900    0.1987   -0.0671
    0.5950    0.1972   -0.0666
    0.6000    0.1956   -0.0660
    0.6050    0.1936   -0.0654
    0.6100    0.1916   -0.0648
    0.6150    0.1894   -0.0641
    0.6200    0.1872   -0.0634
    0.6250    0.1848   -0.0626
    0.6300    0.1824   -0.0618
    0.6350    0.1799   -0.0610
    0.6400    0.1774   -0.0602
    0.6450    0.1748   -0.0594
    0.6500    0.1721   -0.0585
    0.6550    0.1702   -0.0576
    0.6600    0.1677   -0.0567
    0.6650    0.1652   -0.0558
    0.6700    0.1627   -0.0548
    0.6750    0.1601   -0.0539
    0.6800    0.1575   -0.0530
    0.6850    0.1549   -0.0520
    0.6900    0.1522   -0.0511
    0.6950    0.1496   -0.0502
    0.7000    0.1469   -0.0492
    0.7050    0.1441   -0.0483
    0.7100    0.1413   -0.0473
    0.7150    0.1385   -0.0463
    0.7200    0.1357   -0.0454
    0.7250    0.1329   -0.0445
    0.7300    0.1302   -0.0435
    0.7350    0.1274   -0.0426
    0.7400    0.1247   -0.0416
    0.7450    0.1219   -0.0407
    0.7500    0.1194   -0.0398
    0.7550    0.1168   -0.0389
    0.7600    0.1143   -0.0380
    0.7650    0.1119   -0.0371
    0.7700    0.1094   -0.0362
    0.7750    0.1070   -0.0353
    0.7800    0.1045   -0.0345
    0.7850    0.1022   -0.0336
    0.7900    0.0998   -0.0328
    0.7950    0.0974   -0.0320
    0.8000    0.0951   -0.0312
    0.8050    0.0928   -0.0304
    0.8100    0.0905   -0.0296
    0.8150    0.0882   -0.0288
    0.8200    0.0860   -0.0280
    0.8250    0.0838   -0.0273
    0.8300    0.0816   -0.0265
    0.8350    0.0795   -0.0258
    0.8400    0.0774   -0.0251
    0.8450    0.0753   -0.0244
    0.8500    0.0733   -0.0237
    0.8550    0.0716   -0.0231
    0.8600    0.0698   -0.0224
    0.8650    0.0679   -0.0218
    0.8700    0.0661   -0.0211
    0.8750    0.0643   -0.0205
    0.8800    0.0625   -0.0199
    0.8850    0.0608   -0.0193
    0.8900    0.0591   -0.0188
    0.8950    0.0575   -0.0182
    0.9000    0.0559   -0.0177
    0.9050    0.0543   -0.0171
    0.9100    0.0527   -0.0166
    0.9150    0.0512   -0.0161
    0.9200    0.0497   -0.0156
    0.9250    0.0482   -0.0151
    0.9300    0.0468   -0.0146
    0.9350    0.0454   -0.0142
    0.9400    0.0441   -0.0137
    0.9450    0.0427   -0.0133
    0.9500    0.0414   -0.0128
