    0.0500   -8.7119   17.4301
    0.0550   -8.1893   16.3452
    0.0600   -7.6979   15.3271
    0.0650   -7.2358   14.3718
    0.0700   -6.8013   13.4753
    0.0750   -6.3903   12.6263
    0.0800   -6.0173   11.8418
    0.0850   -5.6658   11.1055
    0.0900   -5.3347   10.4145
    0.0950   -5.0228    9.7660
    0.1000   -4.7290    9.1573
    0.1050   -4.4480    8.5839
    0.1100   -4.1835    8.0457
    0.1150   -3.9345    7.5408
    0.1200   -3.7002    7.0669
    0.1250   -3.4795    6.6222
    0.1300   -3.2718    6.2048
    0.1350   -3.0763    5.8132
    0.1400   -2.8922    5.4455
    0.1450   -2.7188    5.1005
    0.1500   -2.5555    4.7766
    0.1550   -2.4099    4.4700
    0.1600   -2.2685    4.1877
    0.1650   -2.1350    3.9226
    0.1700   -2.0091    3.6735
    0.1750   -1.8901    3.4395
    0.1800   -1.7779    3.2196
    0.1850   -1.6718    3.0129
    0.1900   -1.5717    2.8187
    0.1950   -1.4771    2.6361
    0.2000   -1.3877    2.4645
    0.2050   -1.3022    2.3020
    0.2100   -1.2215    2.1492
    0.2150   -1.1452    2.0056
    0.2200   -1.0731    1.8706
    0.2250   -1.0050    1.7436
    0.2300   -0.9407    1.6241
    0.2350   -0.8798    1.5118
    0.2400   -0.8223    1.4061
    0.2450   -0.7679    1.3066
    0.2500   -0.7164    1.2130
    0.2550   -0.6714    1.1258
    0.2600   -0.6258    1.0440
    0.2650   -0.5825    0.9669
    0.2700   -0.5415    0.8943
    0.2750   -0.5026    0.8258
    0.2800   -0.4657    0.7613
    0.2850   -0.4307    0.7005
    0.2900   -0.3975    0.6432
    0.2950   -0.3660    0.5892
    0.3000   -0.3361    0.5383
    0.3050   -0.3077    0.4900
    0.3100   -0.2807    0.4445
    0.3150   -0.2550    0.4017
    0.3200   -0.2307    0.3614
    0.3250   -0.2077    0.3234
    0.3300   -0.1858    0.2877
    0.3350   -0.1650    0.2541
    0.3400   -0.1453    0.2225
    0.3450   -0.1266    0.1928
    0.3500   -0.1089    0.1649
    0.3550   -0.0923    0.1389
    0.3600   -0.0764    0.1144
    0.3650   -0.0613    0.0913
    0.3700   -0.0470    0.0697
    0.3750   -0.0335    0.0493
    0.3800   -0.0206    0.0302
    0.3850   -0.0085    0.0123
    0.3900    0.0030   -0.0044
    0.3950    0.0139   -0.0201
    0.4000    0.0242   -0.0348
    0.4050    0.0339   -0.0484
    0.4100    0.0431   -0.0612
    0.4150    0.0517   -0.0730
    0.4200    0.0599   -0.0839
    0.4250    0.0675   -0.0941
    0.4300    0.0747   -0.1035
    0.4350    0.0815   -0.1122
    0.4400    0.0878   -0.1201
    0.4450    0.0937   -0.1274
    0.4500    0.0992   -0.1341
    0.4550    0.1045   -0.1404
    0.4600    0.1093   -0.1462
    0.4650    0.1138   -0.1514
    0.4700    0.1179   -0.1561
    0.4750    0.1218   -0.1603
    0.4800    0.1253   -0.1641
    0.4850    0.1285   -0.1674
    0.4900    0.1315   -0.1704
    0.4950    0.1341   -0.1729
    0.5000    0.1366   -0.1751
