    0.0500   -3.0738   59.9090
    0.0550   -3.0938   55.9861
    0.0600   -3.1009   52.3156
    0.0650   -3.0966   48.8812
    0.0700   -3.0821   45.6681
    0.0750   -3.0993   42.5932
    0.0800   -3.0203   39.8489
    0.0850   -2.9398   37.2789
    0.0900   -2.8582   34.8719
    0.0950   -2.7760   32.6179
    0.1000   -2.6935   30.5070
    0.1050   -2.6307   28.5013
    0.1100   -2.5659   26.6244
    0.1150   -2.4995   24.8681
    0.1200   -2.4319   23.2246
    0.1250   -2.3636   21.6868
    0.1300   -2.2947   20.2478
    0.1350   -2.2255   18.9012
    0.1400   -2.1564   17.6413
    0.1450   -2.0875   16.4622
    0.1500   -2.0190   15.3589
    0.1550   -1.9356   14.3281
    0.1600   -1.8482   13.3957
    0.1650   -1.7641   12.5215
    0.1700   -1.6831   11.7018
    0.1750   -1.6051   10.9331
    0.1800   -1.5301   10.2121
    0.1850   -1.4580    9.5359
    0.1900   -1.3885    8.9015
    0.1950   -1.3218    8.3064
    0.2000   -1.2575    7.7481
    0.2050   -1.2020    7.2134
    0.2100   -1.1480    6.7123
    0.2150   -1.0957    6.2425
    0.2200   -1.0448    5.8022
    0.2250   -0.9955    5.3894
    0.2300   -0.9476    5.0025
    0.2350   -0.9012    4.6397
    0.2400   -0.8561    4.2995
    0.2450   -0.8125    3.9807
    0.2500   -0.7701    3.6817
    0.2550   -0.7184    3.4255
    0.2600   -0.6738    3.1704
    0.2650   -0.6311    2.9306
    0.2700   -0.5903    2.7051
    0.2750   -0.5513    2.4930
    0.2800   -0.5139    2.2936
    0.2850   -0.4782    2.1061
    0.2900   -0.4439    1.9297
    0.2950   -0.4112    1.7640
    0.3000   -0.3798    1.6081
    0.3050   -0.3511    1.4596
    0.3100   -0.3234    1.3202
    0.3150   -0.2967    1.1895
    0.3200   -0.2709    1.0668
    0.3250   -0.2461    0.9519
    0.3300   -0.2222    0.8441
    0.3350   -0.1992    0.7431
    0.3400   -0.1771    0.6486
    0.3450   -0.1557    0.5602
    0.3500   -0.1351    0.4774
    0.3550   -0.1126    0.4020
    0.3600   -0.0935    0.3304
    0.3650   -0.0753    0.2634
    0.3700   -0.0580    0.2005
    0.3750   -0.0414    0.1417
    0.3800   -0.0256    0.0867
    0.3850   -0.0106    0.0353
    0.3900    0.0038   -0.0126
    0.3950    0.0175   -0.0573
    0.4000    0.0305   -0.0990
